0.51262,0.0122626,,,,,
0.460976,0.0109331,,,,,
0.418693,0.0111205,,,,,
0.440853,0.0120801,,,,,
0.849485,0.0127185,,,,,
1.08427,0.0136959,,,,,
1.13464,0.017626,,,,,
1.1966,0.0198938,,,,,
1.1142,0.0201093,,,,,
1.0332,0.0206784,,,,,
0.868716,0.0235889,,,,,
0.980538,0.0255356,,,,,
1.62574,0.0259832,,,,,
3.6533,0.0265105,,,,,
4.43299,0.0264585,,,,,
5.52388,0.0270719,,,,,
7.65154,0.0267363,,,,,
9.47443,0.0277485,,,,,
10.3696,0.0292052,,,,,
12.1115,0.0295109,,,,,
13.3784,0.0302206,,,,,
14.1235,0.0321478,,,,,
15.3733,0.0340622,,,,,
16.5887,0.035998,,,,,
17.4259,0.0374808,,,,,
18.9857,0.0366312,,,,,
19.6834,0.0360423,,,,,
19.6645,0.0373757,,,,,
18.819,0.0371609,,,,,
18.8663,0.0363035,,,,,
18.7611,0.0364577,,,,,
18.3201,0.0371444,,,,,
17.1534,0.0369239,,,,,
16.2543,0.0375993,,,,,
16.2522,0.038359,,,,,
15.3745,0.0362034,,,,,
14.8037,0.0344067,,,,,
14.0042,0.0328085,,,,,
13.0064,0.0321477,,,,,
11.7721,0.0309011,,,,,
10.6075,0.0290383,,,,,
8.82911,0.0287096,,,,,
8.2146,0.0279421,,,,,
7.30525,0.02862,,,,,
5.89284,0.0282059,,,,,
4.26112,0.0260071,,,,,
4.24558,0.025702,,,,,
2.2966,0.0250925,,,,,
1.37777,0.0232139,,,,,
1.52302,0.0225692,,,,,
1.0858,0.0214984,,,,,
1.08408,0.020415,,,,,
0.576364,0.0188108,,,,,
0.567003,0.0166358,,,,,
0.447922,0.016635,,,,,
0.0870499,0.0164031,,,,,
0.0783895,0.0149044,,,,,
0.137548,0.0142006,,,,,
0.163465,0.012731,,,,,
0.0429837,0.0127971,,,,,
0.0794084,0.0134394,,,,,
0.331006,0.0140747,,,,,
0.257202,0.0137052,,,,,
0,0.0119638,,,,,
0.0299931,0.0129616,,,,,
0.183715,0.0135231,,,,,
0.442955,0.0164569,,,,,
0.730595,0.0183545,,,,,
1.08803,0.0208079,,,,,
1.62962,0.0219801,,,,,
1.68451,0.0235828,,,,,
1.6309,0.0235353,,,,,
2.58997,0.023957,,,,,
3.28886,0.0253214,,,,,
4.81857,0.0259854,,,,,
6.39413,0.0266212,,,,,
6.99864,0.0268808,,,,,
8.48664,0.0285966,,,,,
9.58186,0.0292217,,,,,
11.613,0.0287022,,,,,
13.1097,0.0299904,,,,,
14.5499,0.0308648,,,,,
15.7387,0.0317713,,,,,
16.0016,0.0334951,,,,,
17.9581,0.0351573,,,,,
19.2783,0.0373716,,,,,
20.6126,0.0356935,,,,,
21.1199,0.035575,,,,,
21.276,0.0371201,,,,,
21.0982,0.0376689,,,,,
20.4553,0.036132,,,,,
20.1816,0.035925,,,,,
20.0235,0.0373486,,,,,
19.7946,0.0375219,,,,,
18.0516,0.0368654,,,,,
18.1648,0.0362935,,,,,
17.8468,0.0363074,,,,,
17.6905,0.0357283,,,,,
17.3587,0.0340129,,,,,
16.5105,0.0336108,,,,,
15.666,0.0319488,,,,,
14.1006,0.0298092,,,,,
12.2547,0.0294395,,,,,
10.7129,0.029056,,,,,
10.0326,0.0280258,,,,,
9.06236,0.0271653,,,,,
7.80921,0.0263543,,,,,
5.73562,0.0259794,,,,,
5.45014,0.0268841,,,,,
4.14847,0.0250939,,,,,
2.03061,0.0242048,,,,,
1.75934,0.022223,,,,,
1.10414,0.0210244,,,,,
0.583241,0.0199587,,,,,
0.635522,0.0184013,,,,,
0.119909,0.0167443,,,,,
0.145444,0.0156287,,,,,
0.052663,0.0140587,,,,,
0.139522,0.0149017,,,,,
0,0.0148309,,,,,
0,0.0143968,,,,,
0.0710664,0.0145262,,,,,
0,0.0135296,,,,,
0,0.0111865,,,,,
0,0.0107706,,,,,
0,0.011977,,,,,
0,0.0114265,,,,,
0.100741,0.0108873,,,,,
0.354058,0.0107836,,,,,
0.377556,0.0127979,,,,,
1.0439,0.014983,,,,,
1.43979,0.0173781,,,,,
1.70381,0.0211629,,,,,
2.20586,0.0233943,,,,,
2.96269,0.0229599,,,,,
4.61377,0.0236181,,,,,
4.98241,0.0246112,,,,,
6.67005,0.0257574,,,,,
8.23045,0.026914,,,,,
10.2524,0.0283447,,,,,
12.7077,0.0278733,,,,,
14.7911,0.0279084,,,,,
15.4408,0.0288056,,,,,
16.3452,0.0313424,,,,,
17.2831,0.0335924,,,,,
17.6198,0.0339622,,,,,
18.5407,0.035303,,,,,
20.4902,0.0367962,,,,,
21.1245,0.0368557,,,,,
21.7631,0.0375569,,,,,
22.9528,0.0368412,,,,,
23.3719,0.0366966,,,,,
23.3575,0.0372613,,,,,
22.1916,0.0379722,,,,,
21.5064,0.0379468,,,,,
19.9059,0.0376717,,,,,
18.5274,0.0374914,,,,,
18.5624,0.0368556,,,,,
18.0188,0.0364359,,,,,
16.8966,0.0351669,,,,,
15.6444,0.0340052,,,,,
14.1818,0.0312811,,,,,
13.3295,0.0306454,,,,,
11.5813,0.029493,,,,,
9.81149,0.0278974,,,,,
8.46696,0.0280721,,,,,
8.61858,0.0261333,,,,,
6.49977,0.0237338,,,,,
4.70955,0.023621,,,,,
2.56559,0.0231433,,,,,
1.65694,0.0215872,,,,,
1.30085,0.0200234,,,,,
0.685765,0.018593,,,,,
0.424679,0.0178088,,,,,
0.408632,0.015762,,,,,
0.00305662,0.0134342,,,,,
0.018276,0.0117551,,,,,
0.101887,0.0119409,,,,,
0.016302,0.0126754,,,,,
0.0843117,0.0124231,,,,,
0.0690923,0.0132562,,,,,
0.275796,0.0129316,,,,,
0.00433021,0.0130202,,,,,
0.0233704,0.0125087,,,,,
0,0.0136238,,,,,
0,0.0124073,,,,,
0,0.0128294,,,,,
1.29925,0.0122158,,,,,
1.1284,0.0112801,,,,,
1.06364,0.0115746,,,,,
0.87362,0.0115852,,,,,
0.986332,0.0112807,,,,,
0,0.0125981,,,,,
0.722827,0.0126347,,,,,
0.797841,0.0112525,,,,,
0.998304,0.0109014,,,,,
0,0.0125493,,,,,
0,0.0125602,,,,,